stable_id	description
WBGene00291712	Predicted to be a structural constituent of cuticle. Is an ortholog of C. elegans chrIV_pilon.g9737 and col-109. In C. elegans, col-109 is involved in IRE1-mediated unfolded protein response.
WBGene00291713	Is predicted to encode a protein with the following domain: SH2 domain superfamily.
WBGene00291714	none available
WBGene00291715	Is predicted to encode a protein with the following domains: Leucine rich repeat; Leucine-rich repeat; Leucine-rich repeat, typical subtype; and Leucine-rich repeat domain superfamily. Is an ortholog of C. elegans chrIV_pilon.g10359 and soc-2. In C. elegans, soc-2 is involved in several processes, including fibroblast growth factor receptor signaling pathway; positive regulation of Ras protein signal transduction; and vulval development.
WBGene00291716	none available
WBGene00291717	none available
WBGene00291718	none available
WBGene00291719	Is predicted to encode a protein with the following domain: NUDIX hydrolase-like domain superfamily. Is an ortholog of C. elegans ced-11 and chrIII_pilon.g8550. In C. elegans, ced-11 is involved in apoptotic process.
WBGene00291720	Is predicted to encode a protein with the following domain: NUDIX hydrolase-like domain superfamily. Is an ortholog of C. elegans ced-11 and chrIII_pilon.g8550. In C. elegans, ced-11 is involved in apoptotic process.
WBGene00291721	Predicted to be integral component of membrane.
WBGene00291722	Predicted to enable large conductance calcium-activated potassium channel activity and voltage-gated potassium channel activity. Predicted to be involved in potassium ion transport and transmembrane transport. Predicted to be located in membrane. Predicted to be part of voltage-gated potassium channel complex. Is an ortholog of C. elegans chrV_pilon.g17714 and slo-1. In C. elegans, slo-1 is involved in several processes, including behavioral response to ethanol; pharyngeal pumping; and sarcomere organization.
WBGene00291723	Predicted to enable large conductance calcium-activated potassium channel activity and voltage-gated potassium channel activity. Predicted to be involved in potassium ion transport and transmembrane transport. Predicted to be located in membrane. Predicted to be part of voltage-gated potassium channel complex. Is an ortholog of C. elegans chrV_pilon.g17714 and slo-1. In C. elegans, slo-1 is involved in several processes, including behavioral response to ethanol; pharyngeal pumping; and sarcomere organization.
WBGene00291724	Predicted to enable hexosyltransferase activity. Predicted to be involved in protein glycosylation. Predicted to be located in membrane. Is an ortholog of C. elegans bre-2; T09F5.1; and F14B6.6. In C. elegans, bre-2 is involved in response to toxic substance.
WBGene00291725	Is predicted to encode a protein with the following domain: BRK domain superfamily.
WBGene00291726	none available
WBGene00291727	none available
WBGene00291728	none available
WBGene00291729	none available
WBGene00291730	Is predicted to encode a protein with the following domains: Wings apart-like protein regulation of heterochromatin; Armadillo-like helical; and Wings apart-like protein, C-terminal. Is an ortholog of C. elegans chrIV_pilon.g10199 and wapl-1. In C. elegans, wapl-1 is involved in negative regulation of cohesin loading and positive regulation of double-strand break repair via homologous recombination.
WBGene00291731	Predicted to enable damaged DNA binding activity. Predicted to be involved in nucleotide-excision repair. Predicted to be located in nucleus. Is an ortholog of C. elegans chrIV_pilon.g9757 and xpc-1. In C. elegans, xpc-1 is involved in response to UV.
WBGene00291732	Is predicted to encode a protein with the following domains: 2OG-Fe(II) oxygenase superfamily; Alkylated DNA repair protein AlkB; Alpha-ketoglutarate-dependent dioxygenase AlkB-like; and Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily. Is an ortholog of C. elegans alkb-1 and chrII_pilon.g3347.
WBGene00291733	Is predicted to encode a protein with the following domains: Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2; and Ubiquitin-conjugating enzyme/RWD-like. Is an ortholog of C. elegans chrIV_pilon.g9842 and ubc-8.
WBGene00291734	Predicted to enable zinc ion binding activity.
WBGene00291735	none available
WBGene00291736	Predicted to enable adenosine kinase activity. Predicted to be involved in purine ribonucleoside salvage. Is an ortholog of C. elegans adk-1 and chrIV_pilon.g11799.
WBGene00291737	Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family; CAP domain; and CAP superfamily.
WBGene00291738	Is predicted to encode a protein with the following domain: CAP superfamily.
WBGene00291739	Predicted to enable actin binding activity. Predicted to be involved in actin filament organization and positive regulation of Arp2/3 complex-mediated actin nucleation. Is an ortholog of C. elegans B0280.2; viro-2; and C31C9.6.
WBGene00291740	Predicted to enable ATP binding activity and catalytic activity. Predicted to be involved in tricarboxylic acid cycle. Is an ortholog of C. elegans chrIV_pilon.g10899 and sucg-1.
WBGene00291741	none available
WBGene00291742	Predicted to enable DNA binding activity and protein heterodimerization activity. Predicted to be part of nucleosome. Is an ortholog of C. elegans his-3; his-35; and his-12.
WBGene00291743	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of B. malayi Bm10097.
WBGene00291744	Is predicted to encode a protein with the following domains: Vps51/Vps67; Vacuolar protein sorting-associated protein 51; and Cullin repeat-like-containing domain superfamily. Is an ortholog of C. elegans chrI_pilon.g998 and vps-51. In C. elegans, vps-51 is involved in negative regulation of dense core granule transport; positive regulation of dense core granule transport; and positive regulation of locomotion involved in locomotory behavior.
WBGene00291745	Predicted to enable catalytic activity. Is an ortholog of C. elegans angl-1 and chrV_pilon.g13520.
WBGene00291746	Predicted to enable DNA binding activity and DNA-directed 5'-3' RNA polymerase activity. Predicted to be involved in transcription, DNA-templated. Predicted to be located in nucleus. Predicted to be part of RNA polymerase II, core complex. Is an ortholog of C. elegans chrII_pilon.g5765 and rpb-6. In C. elegans, rpb-6 is involved in developmental process and reproduction.
WBGene00291747	Predicted to enable nucleic acid binding activity. Is an ortholog of C. elegans chrIII_pilon.g7594 and set-2. In C. elegans, set-2 is involved in determination of adult lifespan; histone H3-K4 methylation; and transdifferentiation.
WBGene00291748	none available
WBGene00291749	none available
WBGene00291750	Is predicted to encode a protein with the following domains: Cobalamin adenosyltransferase; Cobalamin adenosyltransferase-like; ATP:cob(I)alamin adenosyltransferase, PduO-type; and Cobalamin adenosyltransferase-like superfamily. Is an ortholog of C. elegans chrIII_pilon.g7593 and mmab-1.
WBGene00291751	Predicted to be involved in snRNA processing. Predicted to be part of integrator complex. Is an ortholog of C. elegans chrV_pilon.g16452 and ints-2.
WBGene00291752	Predicted to enable 3',5'-cyclic-nucleotide phosphodiesterase activity. Predicted to be involved in signal transduction.
WBGene00291753	none available
WBGene00291754	none available
WBGene00291755	Predicted to enable deoxyribonuclease II activity. Predicted to be involved in DNA metabolic process. Is an ortholog of C. elegans chrIII_pilon.g8352 and crn-7. In C. elegans, crn-7 is involved in apoptotic DNA fragmentation.
WBGene00291756	Predicted to be involved in nucleoside metabolic process. Is an ortholog of C. elegans T19B4.3 and chrI_pilon.g977.
WBGene00291757	Predicted to be integral component of membrane. Predicted to be part of oligosaccharyltransferase complex. Is an ortholog of C. elegans chrI_pilon.g1189 and dad-1. In C. elegans, dad-1 is involved in negative regulation of apoptotic process.
WBGene00291758	Predicted to enable oxidoreductase activity. Is an ortholog of C. elegans dhs-28; dhs-3; and dhs-25.
WBGene00291759	Is predicted to encode a protein with the following domains: Sof1-like domain; WD domain, G-beta repeat; WD40 repeat; Sof1-like protein; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans ZK430.7 and chrII_pilon.g4242.
WBGene00291760	Is predicted to encode a protein with the following domains: Mak16 protein C-terminal region; Ribosomal L28e protein family; Mak16 protein; and Ribosomal L28e/Mak16. Is an ortholog of C. elegans C16A3.6 and chrIII_pilon.g7924.
WBGene00291761	Predicted to enable DNA binding activity and protein dimerization activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrX_pilon.g20643 and unc-3. In C. elegans, unc-3 is involved in several processes, including axon guidance; dauer larval development; and positive regulation of transcription by RNA polymerase II.
WBGene00291762	Is an ortholog of C. elegans ZC434.10; ZC434.3; and chrI_pilon.g2017.
WBGene00291763	none available
WBGene00291764	Predicted to enable glucose-6-phosphatase activity.
WBGene00291765	none available
WBGene00291766	Predicted to enable protein tyrosine kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of B. malayi Bm5314.
WBGene00291767	Predicted to enable magnesium ion binding activity and ribose phosphate diphosphokinase activity. Predicted to be involved in nucleotide biosynthetic process. Is an ortholog of C. elegans W04G3.5 and chrX_pilon.g20001.
WBGene00291768	Predicted to be involved in intracellular protein transport and vacuole organization. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrIII_pilon.g7939 and vps-16. In C. elegans, vps-16 is involved in digestive tract development and embryo development.
WBGene00291769	Predicted to be involved in intracellular protein transport and vacuole organization. Predicted to be located in cytoplasm. Is an ortholog of C. elegans chrIII_pilon.g7939 and vps-16. In C. elegans, vps-16 is involved in digestive tract development and embryo development.
WBGene00291770	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in protein phosphorylation. Is an ortholog of B. malayi Bm1588; Bm4950; and Bm9795.
WBGene00291771	Predicted to enable hydrolase activity. Is an ortholog of C. elegans chrIII_pilon.g8938 and tasp-1.
WBGene00291772	Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family; ShK domain-like; Cysteine-rich  secretory protein-related; ShKT domain; CAP domain; and CAP superfamily. Is an ortholog of C. elegans chrIV_pilon.g9440 and scl-23.
WBGene00291773	Predicted to be involved in mRNA 3'-end processing. Is an ortholog of C. elegans clpf-1; nol-9; and chrIV_pilon.g12302. In C. elegans, clpf-1 is involved in nucleotide phosphorylation.
WBGene00291774	Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain; Major sperm protein (MSP) domain; PapD-like superfamily; and Immunoglobulin-like fold.
WBGene00291775	Predicted to enable nucleotide binding activity. Predicted to be involved in transcription initiation from RNA polymerase III promoter. Predicted to be part of RNA polymerase III complex.
WBGene00291776	none available
WBGene00291777	Predicted to enable ATP binding activity; ATP hydrolysis activity; and iron-sulfur cluster binding activity. Predicted to be involved in iron-sulfur cluster assembly.
WBGene00291778	Is predicted to encode a protein with the following domains: Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2; and Ubiquitin-conjugating enzyme/RWD-like.
WBGene00291779	none available
WBGene00291780	none available
WBGene00291781	Predicted to enable isopeptidase activity and metallopeptidase activity. Is an ortholog of C. elegans chrII_pilon.g4171 and rpn-11. In C. elegans, rpn-11 is involved in programmed cell death involved in cell development.
WBGene00291782	Is an ortholog of C. elegans C14H10.2 and chrX_pilon.g19875.
WBGene00291783	none available
WBGene00291784	none available
WBGene00291785	Predicted to enable carbonate dehydratase activity and zinc ion binding activity. Is an ortholog of C. elegans bca-1; bca-2; and chrX_pilon.g19191.
WBGene00291786	Is predicted to encode a protein with the following domains: DnaJ domain and Chaperone J-domain superfamily. Is an ortholog of C. elegans chrI_pilon.g976 and dnj-21.
WBGene00291787	Predicted to enable DNA binding activity and protein heterodimerization activity. Predicted to be part of nucleosome. Is an ortholog of C. elegans his-71; his-74; and his-69.
WBGene00291788	Predicted to enable DNA binding activity and protein heterodimerization activity. Predicted to be part of nucleosome. Is an ortholog of C. elegans his-71; his-74; and his-69.
WBGene00291789	Is predicted to encode a protein with the following domains: ShK domain-like; Cysteine-rich secretory protein family; Cysteine-rich  secretory protein-related; ShKT domain; CAP domain; and CAP superfamily. Is an ortholog of B. malayi Bm10297.
WBGene00291790	Predicted to enable RNA binding activity.
WBGene00291791	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans chrII_pilon.g5118 and ztf-17.
WBGene00291792	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrI_pilon.g1883 and rpl-14.
WBGene00291793	Predicted to enable oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen.
WBGene00291794	Predicted to enable transcription coregulator activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be part of mediator complex. Is an ortholog of C. elegans chrIII_pilon.g8603 and rgr-1.
WBGene00291795	none available
WBGene00291796	Predicted to enable ATP binding activity and ATP hydrolysis activity. Is an ortholog of C. elegans hsp-4; hsp-3; and chrX_pilon.g19168. In C. elegans, hsp-3 is involved in IRE1-mediated unfolded protein response.
WBGene00291797	Predicted to be involved in nuclear-transcribed mRNA catabolic process, nonsense-mediated decay. Is an ortholog of C. elegans chrII_pilon.g6601 and smg-9. In C. elegans, smg-9 is involved in nuclear-transcribed mRNA catabolic process, nonsense-mediated decay.
WBGene00291798	Is predicted to encode a protein with the following domain: Bud22/Serum response factor-binding protein 1. Is an ortholog of B. malayi Bm3435.
WBGene00291799	Is predicted to encode a protein with the following domains: Armadillo-like helical and Armadillo-type fold. Is an ortholog of C. elegans chrI_pilon.g2771 and ints-4.
WBGene00291800	none available
WBGene00291801	Is predicted to encode a protein with the following domain: Akirin.
WBGene00291802	Predicted to enable calcium ion binding activity and collagen binding activity. Predicted to be located in collagen-containing extracellular matrix. Is an ortholog of C. elegans chrIV_pilon.g9624 and ost-1.
WBGene00291803	none available
WBGene00291804	none available
WBGene00291805	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport.
WBGene00291806	Predicted to enable ion channel activity. Predicted to be involved in ion transport and transmembrane transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrI_pilon.g1614 and gon-2. In C. elegans, gon-2 is involved in defecation; gonad development; and mitotic cell cycle.
WBGene00291807	none available
WBGene00291808	Is predicted to encode a protein with the following domains: Methyltransferase domain; Methyltransferase domain; S-adenosyl-L-methionine-dependent methyltransferase; Winged helix-like DNA-binding domain superfamily; and Winged helix DNA-binding domain superfamily. Is an ortholog of C. elegans strm-1 and R08E5.3 and members of the C. elegans pmt gene class including pmt-1.
WBGene00291809	none available
WBGene00291810	none available
WBGene00291811	Predicted to enable ATP binding activity and protein kinase activity. Predicted to be involved in cyclic nucleotide biosynthetic process; intracellular signal transduction; and protein phosphorylation. Is an ortholog of C. elegans chrI_pilon.g711 and gcy-28. In C. elegans, gcy-28 is involved in chemotaxis; olfactory behavior; and sensory perception.
WBGene00291812	none available
WBGene00291813	none available
WBGene00291814	none available
WBGene00291815	Predicted to enable protein tyrosine/serine/threonine phosphatase activity. Predicted to be involved in dephosphorylation. Is an ortholog of C. elegans chrIV_pilon.g9506 and daf-18. In C. elegans, daf-18 is involved in several processes, including determination of adult lifespan; positive regulation of dauer larval development; and positive regulation of positive chemotaxis.
WBGene00291816	none available
WBGene00291817	none available
WBGene00291818	Is predicted to encode a protein with the following domains: Domain of unknown function (DUF4602) and Protein of unknown function DUF4602.
WBGene00291819	none available
WBGene00291820	none available
WBGene00291821	Predicted to enable catalytic activity. Predicted to be involved in DNA repair.
WBGene00291822	Is predicted to encode a protein with the following domains: Microfibril-associated/Pre-mRNA processing; Micro-fibrillar-associated protein 1, C-terminal; and Microfibrillar-associated protein 1. Is an ortholog of B. malayi Bm4070.
WBGene00291823	none available
WBGene00291824	Predicted to enable acid phosphatase activity and non-membrane spanning protein tyrosine phosphatase activity. Predicted to be involved in protein dephosphorylation. Predicted to be located in cytoplasm. Is an ortholog of C. elegans Y94H6A.7 and chrIV_pilon.g9845.
WBGene00291825	Is an ortholog of C. elegans chrIV_pilon.g9914.
WBGene00291826	none available
WBGene00291827	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans cal-2 and chrII_pilon.g5378.
WBGene00291828	Predicted to be involved in vesicle-mediated transport.
WBGene00291829	none available
WBGene00291830	none available
WBGene00291831	Predicted to enable protein heterodimerization activity. Is an ortholog of C. elegans C04H5.1 and chrII_pilon.g6559.
WBGene00291832	Predicted to enable enzyme regulator activity. Is an ortholog of C. elegans chrIV_pilon.g11281 and rpn-7.
WBGene00291833	Is predicted to encode a protein with the following domains: CSL zinc finger; DPH-type metal-binding  domain; and DPH-type metal-binding domain superfamily.
WBGene00291834	Predicted to enable catalytic activity. Is an ortholog of C. elegans chrIV_pilon.g9962 and pdhb-1.
WBGene00291835	none available
WBGene00291836	Predicted to enable protein dimerization activity. Is an ortholog of B. malayi Bm4450.
WBGene00291837	none available
WBGene00291838	none available
WBGene00291839	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans chrIII_pilon.g7736 and mlc-3.
WBGene00291840	Predicted to be involved in negative regulation of apoptotic process. Is an ortholog of C. elegans C44B11.1 and chrIII_pilon.g7210.
WBGene00291841	none available
WBGene00291842	Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans chrIII_pilon.g7659 and hira-1.
WBGene00291843	none available
WBGene00291844	none available
WBGene00291845	Predicted to enable G protein-coupled peptide receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g20645 and sprr-2.
WBGene00291846	Predicted to be involved in regulation of TOR signaling.
WBGene00291847	none available
WBGene00291848	none available
WBGene00291849	none available
WBGene00291850	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans chrX_pilon.g19867 and nucb-1.
WBGene00291851	Predicted to enable ATP binding activity; RNA-directed 5'-3' RNA polymerase activity; and mRNA (guanine-N7-)-methyltransferase activity. Predicted to be involved in 7-methylguanosine mRNA capping.
WBGene00291852	none available
WBGene00291853	Is predicted to encode a protein with the following domains: Ubiquitin-like domain superfamily and Ubiquitin domain-containing protein UBFD1.
WBGene00291854	none available
WBGene00291855	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport.
WBGene00291856	none available
WBGene00291857	none available
WBGene00291858	Is predicted to encode a protein with the following domains: 5-formyltetrahydrofolate cyclo-ligase family; 5-formyltetrahydrofolate cyclo-ligase; 5-formyltetrahydrofolate cyclo-ligase-like domain superfamily; and NagB/RpiA transferase-like. Is an ortholog of C. elegans Y106G6E.4 and chrI_pilon.g1997.
WBGene00291859	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans cal-5 and chrX_pilon.g19011.
WBGene00291860	Is predicted to encode a protein with the following domains: Transmembrane protein 237 and Transmembrane protein 237.
WBGene00291861	none available
WBGene00291862	Is predicted to encode a protein with the following domains: Cell division protein anillin and Anillin homology domain.
WBGene00291863	Is predicted to encode a protein with the following domains: CLIP1 zinc knuckle; CAP-Gly domain; CAP Gly-rich domain; CLIP1, zinc knuckle; and CAP Gly-rich domain superfamily. Is an ortholog of B. malayi Bm11265.
WBGene00291864	none available
WBGene00291865	none available
WBGene00291866	none available
WBGene00291867	none available
WBGene00291868	Predicted to enable GTP binding activity and GTPase activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule-based process. Predicted to be located in microtubule. Is an ortholog of C. elegans ben-1 and members of the C. elegans tbb and tba gene classes including tbb-2 and tba-1. In C. elegans, ben-1 is involved in chemosensory behavior and oviposition.
WBGene00291869	Predicted to enable GTP binding activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule-based process. Predicted to be located in microtubule.
WBGene00291870	none available
WBGene00291871	Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type; Zinc finger C2H2-type; and Zinc finger C2H2 superfamily. Is an ortholog of C. elegans chrI_pilon.g1927 and lsl-1.
WBGene00291872	none available
WBGene00291873	none available
WBGene00291874	none available
WBGene00291875	none available
WBGene00291876	Predicted to be involved in vesicle-mediated transport. Predicted to be located in membrane. Is an ortholog of C. elegans chrIII_pilon.g7663 and syx-16.
WBGene00291877	none available
WBGene00291878	none available
WBGene00291879	none available
WBGene00291880	none available
WBGene00291881	none available
WBGene00291882	Predicted to enable mRNA binding activity. Predicted to be involved in mRNA splice site selection. Predicted to be part of U1 snRNP. Is an ortholog of C. elegans chrII_pilon.g5081 and luc-7L.
WBGene00291883	none available
WBGene00291884	none available
WBGene00291885	Is predicted to encode a protein with the following domains: WD domain, G-beta repeat; Tetratricopeptide-like helical domain superfamily; WD40/YVTN repeat-like-containing domain superfamily; and WD40-repeat-containing domain superfamily. Is an ortholog of C. elegans chrIII_pilon.g9403 and dyf-2. In C. elegans, dyf-2 is involved in several processes, including chemotaxis; cilium organization; and olfactory behavior.
WBGene00291886	Is predicted to encode a protein with the following domains: Nucleoporin Nup120/160; Tetratricopeptide-like helical domain superfamily; and Nucleoporin Nup120/160. Is an ortholog of C. elegans chrI_pilon.g860 and npp-6. In C. elegans, npp-6 is involved in several processes, including nucleus organization; positive regulation of nematode male tail tip morphogenesis; and protein localization to organelle.
WBGene00291887	none available
WBGene00291888	none available
WBGene00291889	none available
WBGene00291890	Predicted to be involved in regulation of cell cycle and regulation of transcription, DNA-templated. Predicted to be part of transcription regulator complex. Is an ortholog of C. elegans chrII_pilon.g5427 and dpl-1. In C. elegans, dpl-1 is involved in several processes, including negative regulation of Ras protein signal transduction; negative regulation of vulval development; and regulation of cell cycle.
WBGene00291891	Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain; Major sperm protein (MSP) domain; PapD-like superfamily; and Immunoglobulin-like fold.
WBGene00291892	none available
WBGene00291893	none available
WBGene00291894	none available
WBGene00291895	Predicted to enable metalloendopeptidase activity. Predicted to be involved in proteolysis.
WBGene00291896	none available
WBGene00291897	none available
WBGene00291898	none available
WBGene00291899	none available
WBGene00291900	Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be located in nucleus. Predicted to be part of CCR4-NOT core complex. Is an ortholog of C. elegans chrIII_pilon.g9104 and ntl-3.
WBGene00291901	Predicted to enable calcium ion binding activity and ubiquitin-protein transferase activity. Predicted to be involved in cell surface receptor signaling pathway and regulation of signaling. Is an ortholog of C. elegans chrX_pilon.g18318 and sli-1. In C. elegans, sli-1 is involved in negative regulation of vulval development.
WBGene00291902	Is an ortholog of C. elegans chrX_pilon.g21046 and sup-10. In C. elegans, sup-10 is involved in regulation of muscle contraction and regulation of potassium ion transport.
WBGene00291903	Predicted to be located in endoplasmic reticulum membrane.
WBGene00291904	Is predicted to encode a protein with the following domains: Presenilin enhancer-2 subunit of gamma secretase and Gamma-secretase aspartyl protease complex, presenilin enhancer-2 subunit. Is an ortholog of C. elegans chrIII_pilon.g9021 and pen-2. In C. elegans, pen-2 is involved in several processes, including Notch signaling pathway; cell differentiation; and pharynx development.
WBGene00291905	Predicted to enable nucleic acid binding activity. Is an ortholog of C. elegans pqe-1. In C. elegans, pqe-1 is involved in negative regulation of gene expression.
WBGene00291906	none available
WBGene00291907	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g20182 and tsp-20.
WBGene00291908	none available
WBGene00291909	none available
WBGene00291910	Predicted to enable RNA binding activity.
WBGene00291911	Predicted to enable GTP binding activity; GTPase activity; and TBP-class protein binding activity. Is an ortholog of C. elegans chrI_pilon.g674 and tufm-2.
WBGene00291912	Predicted to enable ATP binding activity; ATP hydrolysis activity; and unfolded protein binding activity. Predicted to be involved in protein folding. Is an ortholog of C. elegans D2030.2 and chrI_pilon.g1413.
WBGene00291913	Is predicted to encode a protein with the following domains: Calponin homology (CH) domain; Calponin homology domain; Smooth muscle protein/calponin; and CH domain superfamily. Is an ortholog of C. elegans chrI_pilon.g2172 and cpn-4.
WBGene00291914	Is predicted to encode a protein with the following domains: Collagen triple helix repeat (20 copies) and Collagen triple helix repeat.
WBGene00291915	none available
WBGene00291916	none available
WBGene00291917	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in proteolysis.
WBGene00291918	none available
WBGene00291919	Predicted to be involved in transmembrane transport. Predicted to be located in mitochondrial inner membrane. Is an ortholog of C. elegans chrI_pilon.g1628 and slc-25A42.
WBGene00291920	Is predicted to encode a protein with the following domain: Cysteine-rich repeat.
WBGene00291921	Is predicted to encode a protein with the following domains: EB module; EB domain; and Cysteine-rich repeat.
WBGene00291922	Predicted to be involved in mRNA processing. Is an ortholog of B. malayi Bm3676.
WBGene00291923	Predicted to enable chromatin binding activity. Predicted to be involved in chromatin remodeling. Predicted to be part of RSC-type complex. Is an ortholog of C. elegans chrI_pilon.g1396 and pbrm-1. In C. elegans, pbrm-1 is involved in gonad development.
WBGene00291924	Predicted to enable ATP binding activity and proton-transporting ATP synthase activity, rotational mechanism. Predicted to be involved in ATP synthesis coupled proton transport. Predicted to be part of proton-transporting ATP synthase complex, catalytic core F(1). Is an ortholog of C. elegans atp-1; T26E3.7; and chrI_pilon.g2558. In C. elegans, atp-1 is involved in iron import into cell.
WBGene00291925	none available
WBGene00291926	Predicted to enable isopeptidase activity and metallopeptidase activity. Predicted to be part of proteasome regulatory particle. Is an ortholog of C. elegans chrI_pilon.g658 and rpn-8. In C. elegans, rpn-8 is involved in programmed cell death involved in cell development.
WBGene00291927	Predicted to enable anaphase-promoting complex binding activity and ubiquitin-protein transferase activator activity. Predicted to be involved in positive regulation of ubiquitin protein ligase activity. Is an ortholog of C. elegans chrII_pilon.g4519 and fzy-1. In C. elegans, fzy-1 is involved in asymmetric cell division; meiotic cell cycle; and polarity specification of anterior/posterior axis.
WBGene00291928	Is predicted to encode a protein with the following domains: Conserved hypothetical ATP binding protein; GPN-loop GTPase; P-loop containing nucleoside triphosphate hydrolase; and GPN-loop GTPase 2. Is an ortholog of C. elegans B0207.6 and chrI_pilon.g1025.
WBGene00291929	Predicted to enable nucleic acid binding activity.
WBGene00291930	Predicted to enable nucleic acid binding activity.
WBGene00291931	none available
WBGene00291932	none available
WBGene00291933	Predicted to enable hydrolase activity; metal ion binding activity; and nucleic acid binding activity. Is an ortholog of B. malayi Bm1593; Bm2419; and Bm9475.
WBGene00291934	Is predicted to encode a protein with the following domains: Odorant response abnormal 4-like and ODR-4-like.
WBGene00291935	Predicted to enable JAK pathway signal transduction adaptor activity and insulin-like growth factor receptor binding activity. Predicted to be involved in intracellular signal transduction; negative regulation of receptor signaling pathway via JAK-STAT; and regulation of cell growth. Predicted to be located in cytoplasm. Is an ortholog of C. elegans F39B2.5 and chrI_pilon.g2964.
WBGene00291936	Predicted to enable DNA binding activity and DNA-binding transcription factor activity. Predicted to be involved in regulation of transcription, DNA-templated.
WBGene00291937	none available
WBGene00291938	Is predicted to encode a protein with the following domains: Myb-like DNA-binding domain; pre-mRNA splicing factor component; SANT/Myb domain; Homeobox-like domain superfamily; and Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal. Is an ortholog of C. elegans cdc-5L and chrI_pilon.g1601.
WBGene00291939	Predicted to be a structural constituent of ribosome. Predicted to be involved in translation. Predicted to be located in ribosome. Is an ortholog of C. elegans chrV_pilon.g16027 and mrps-11.
WBGene00291940	Predicted to be integral component of membrane. Is an ortholog of C. elegans chrX_pilon.g19681 and snf-12. In C. elegans, snf-12 is involved in positive regulation of antifungal peptide production.
WBGene00291941	Predicted to enable acetylcholine-gated cation-selective channel activity and transmembrane signaling receptor activity. Predicted to be involved in ion transmembrane transport. Predicted to be located in postsynaptic membrane. Predicted to be integral component of membrane. Is an ortholog of C. elegans acr-19 and chrI_pilon.g1731.
WBGene00291942	Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB.
WBGene00291943	none available
WBGene00291944	none available
WBGene00291945	none available
WBGene00291946	Predicted to enable DNA binding activity and DNA-binding transcription factor activity. Predicted to be involved in regulation of transcription, DNA-templated. Is an ortholog of C. elegans F19B2.6; chrII_pilon.g5412; and chrV_pilon.g18031.
WBGene00291947	none available
WBGene00291948	none available
WBGene00291949	Predicted to enable enzyme activator activity. Predicted to be involved in ganglioside catabolic process. Is an ortholog of C. elegans chrII_pilon.g3135 and mlt-8.
WBGene00291950	Predicted to enable calcium ion binding activity. Is an ortholog of C. elegans chrI_pilon.g1424 and lrp-1. In C. elegans, lrp-1 is involved in several processes, including ecdysis, collagen and cuticulin-based cuticle; nematode larval development; and regulation of locomotion.
WBGene00291951	Is predicted to encode a protein with the following domains: Carboxylesterase family; Carboxylesterase, type B; and Alpha/Beta hydrolase fold.
WBGene00291952	none available
WBGene00291953	none available
WBGene00291954	Is predicted to encode a protein with the following domains: Ribosomal protein L24e; Ribosomal protein L24e-related; and Ribosomal protein L24e/L24 superfamily. Is an ortholog of C. elegans chrI_pilon.g732 and rpl-24.1.
WBGene00291955	none available
WBGene00291956	none available
